easting,northing,elevation,slope
392085.5353,4049390.477,2236,37.270489
392094.8881,4049390.477,2240,38.483398
392104.2409,4049390.477,2243,40.12912
392113.5937,4049390.477,2247,40.761822
392122.9465,4049390.477,2251,42.369602
392132.2993,4049390.477,2258,43.948315
392141.6521,4049390.477,2264,42.221893
392151.0049,4049390.477,2269,41.031872
392160.3578,4049390.477,2275,39.929092
392169.7106,4049390.477,2279,40.100704
392179.0634,4049390.477,2284,41.244518
392188.4162,4049390.477,2289,41.330063
392197.769,4049390.477,2294,41.928341
392207.1218,4049390.477,2299,41.171757
392216.4746,4049390.477,2304,38.514923
392225.8274,4049390.477,2309,37.099236
392235.1802,4049390.477,2314,37.773457
392244.533,4049390.477,2319,40.382542
392253.8858,4049390.477,2325,43.953819
392263.2386,4049390.477,2332,46.153454
392272.5915,4049390.477,2339,43.387356
392281.9443,4049390.477,2342,38.483398
392291.2971,4049390.477,2343,36.969578
392300.6499,4049390.477,2343,36.969578
392310.0027,4049390.477,2344,37.064762
392319.3555,4049390.477,2346,38.196815
392328.7083,4049390.477,2349,39.155121
392338.0611,4049390.477,2352,38.694962
392347.4139,4049390.477,2356,37.640881
392356.7667,4049390.477,2359,34.798466
392366.1195,4049390.477,2361,30.419186
392375.4723,4049390.477,2361,26.924597
392384.8252,4049390.477,2361,25.780151
391393.4275,4049381.124,2649,30.419186
391402.7803,4049381.124,2643,36.359238
391412.1331,4049381.124,2635,43.970314
391421.4859,4049381.124,2625,50.638123
391430.8387,4049381.124,2613,53.693222
391440.1915,4049381.124,2601,50.789185
391449.5443,4049381.124,2591,45.407593
391458.8971,4049381.124,2583,41.865135
391468.2499,4049381.124,2575,39.689976
391477.6028,4049381.124,2568,37.6492
391486.9556,4049381.124,2561,37.30452
391496.3084,4049381.124,2554,39.689976
391505.6612,4049381.124,2546,38.228916
391515.014,4049381.124,2540,34.119186
391524.3668,4049381.124,2534,35.498127
391533.7196,4049381.124,2527,35.498127
391543.0724,4049381.124,2521,33.475155
391552.4252,4049381.124,2515,35.122894
391561.778,4049381.124,2508,35.393169
391571.1308,4049381.124,2502,36.022137
391580.4836,4049381.124,2495,37.896748
391589.8365,4049381.124,2488,37.896748
391599.1893,4049381.124,2481,35.393169
391608.5421,4049381.124,2475,30.9799
391617.8949,4049381.124,2470,28.039331
391627.2477,4049381.124,2466,28.039331
391636.6005,4049381.124,2461,29.167526
391645.9533,4049381.124,2456,28.785656
391655.3061,4049381.124,2451,28.424026
391664.6589,4049381.124,2446,28.785656
391674.0117,4049381.124,2441,33.093868
391683.3645,4049381.124,2435,38.228916
391692.7173,4049381.124,2427,37.30452
391702.0701,4049381.124,2421,35.743534
391711.423,4049381.124,2414,35.393169
391720.7758,4049381.124,2408,35.393169
391730.1286,4049381.124,2401,36.104786
391739.4814,4049381.124,2395,36.104786
391748.8342,4049381.124,2388,37.30452
391758.187,4049381.124,2381,38.483398
391767.5398,4049381.124,2374,38.483398
391776.8926,4049381.124,2367,38.569935
391786.2454,4049381.124,2359,40.68671
391795.5982,4049381.124,2351,41.71875
391804.951,4049381.124,2343,38.228916
391814.3038,4049381.124,2337,35.122894
391823.6567,4049381.124,2330,35.498127
391833.0095,4049381.124,2324,37.431492
391842.3623,4049381.124,2316,40.16457
391851.7151,4049381.124,2308,40.883934
391861.0679,4049381.124,2300,39.372765
391870.4207,4049381.124,2293,37.507191
391879.7735,4049381.124,2286,36.538555
391889.1263,4049381.124,2279,34.406517
391898.4791,4049381.124,2273,32.771091
391907.8319,4049381.124,2267,33.837246
391917.1847,4049381.124,2261,37.406178
391926.5375,4049381.124,2253,38.577778
391935.8904,4049381.124,2246,37.6492
391945.2432,4049381.124,2239,37.30452
391954.596,4049381.124,2232,36.476021
391963.9488,4049381.124,2225,33.038666
391973.3016,4049381.124,2220,20.564714
391982.6544,4049381.124,2218,9.712358
391992.0072,4049381.124,2218,13.606735
392001.36,4049381.124,2218,18.599184
392010.7128,4049381.124,2218,23.336409
392020.0656,4049381.124,2220,28.277126
392029.4184,4049381.124,2223,32.140972
392038.7712,4049381.124,2226,35.431416
392048.1241,4049381.124,2229,37.640881
392057.4769,4049381.124,2233,38.284939
392066.8297,4049381.124,2236,38.483398
392076.1825,4049381.124,2239,40.521549
392085.5353,4049381.124,2243,42.999172
392094.8881,4049381.124,2247,43.370193
392104.2409,4049381.124,2251,42.491592
392113.5937,4049381.124,2254,41.50621
392122.9465,4049381.124,2258,42.606564
392132.2993,4049381.124,2264,43.970314
392141.6521,4049381.124,2270,43.433033
392151.0049,4049381.124,2276,43.523956
392160.3578,4049381.124,2281,43.18005
392169.7106,4049381.124,2286,43.387356
392179.0634,4049381.124,2291,43.387356
392188.4162,4049381.124,2296,42.708687
392197.769,4049381.124,2301,41.428173
392207.1218,4049381.124,2306,38.826717
392216.4746,4049381.124,2310,37.30452
392225.8274,4049381.124,2314,37.847546
392235.1802,4049381.124,2319,39.109711
392244.533,4049381.124,2325,41.641808
392253.8858,4049381.124,2332,43.472881
392263.2386,4049381.124,2339,41.71875
392272.5915,4049381.124,2345,35.696629
392281.9443,4049381.124,2348,31.129578
392291.2971,4049381.124,2349,33.236526
392300.6499,4049381.124,2350,36.680576
392310.0027,4049381.124,2351,38.364624
392319.3555,4049381.124,2353,39.071766
392328.7083,4049381.124,2357,39.755558
392338.0611,4049381.124,2359,39.402546
392347.4139,4049381.124,2362,37.674129
392356.7667,4049381.124,2365,34.067341
392366.1195,4049381.124,2366,30.561157
392375.4723,4049381.124,2366,28.247589
392384.8252,4049381.124,2365,27.288973
391374.7219,4049371.771,2661,24.567619
391384.0747,4049371.771,2656,31.67909
391393.4275,4049371.771,2649,34.798466
391402.7803,4049371.771,2642,40.666164
391412.1331,4049371.771,2633,48.153015
391421.4859,4049371.771,2622,53.902279
391430.8387,4049371.771,2608,54.359543
391440.1915,4049371.771,2597,48.790371
391449.5443,4049371.771,2588,43.433033
391458.8971,4049371.771,2580,40.493847
391468.2499,4049371.771,2573,38.483398
391477.6028,4049371.771,2566,37.896748
391486.9556,4049371.771,2559,37.896748
391496.3084,4049371.771,2552,39.689976
391505.6612,4049371.771,2544,37.896748
391515.014,4049371.771,2538,34.067341
391524.3668,4049371.771,2532,36.022137
391533.7196,4049371.771,2525,36.022137
391543.0724,4049371.771,2519,34.067341
391552.4252,4049371.771,2513,36.022137
391561.778,4049371.771,2506,36.022137
391571.1308,4049371.771,2500,36.645187
391580.4836,4049371.771,2493,38.172699
391589.8365,4049371.771,2486,36.969578
391599.1893,4049371.771,2479,34.119186
391608.5421,4049371.771,2474,29.568087
391617.8949,4049371.771,2469,28.438644
391627.2477,4049371.771,2464,28.785656
391636.6005,4049371.771,2459,28.785656
391645.9533,4049371.771,2454,29.167526
391655.3061,4049371.771,2449,28.039331
391664.6589,4049371.771,2445,28.785656
391674.0117,4049371.771,2440,35.054615
391683.3645,4049371.771,2432,39.064167
391692.7173,4049371.771,2425,36.645187
391702.0701,4049371.771,2419,35.393169
391711.423,4049371.771,2412,35.122894
391720.7758,4049371.771,2406,34.497807
391730.1286,4049371.771,2400,36.104786
391739.4814,4049371.771,2393,37.896748
391748.8342,4049371.771,2386,38.764854
391758.187,4049371.771,2379,39.350391
391767.5398,4049371.771,2371,37.872166
391776.8926,4049371.771,2365,36.969578
391786.2454,4049371.771,2358,41.204872
391795.5982,4049371.771,2349,42.540108
391804.951,4049371.771,2341,37.896748
391814.3038,4049371.771,2335,33.752766
391823.6567,4049371.771,2329,34.887592
391833.0095,4049371.771,2322,37.244919
391842.3623,4049371.771,2315,39.491554
391851.7151,4049371.771,2307,39.372765
391861.0679,4049371.771,2300,38.356674
391870.4207,4049371.771,2292,38.356674
391879.7735,4049371.771,2285,35.985268
391889.1263,4049371.771,2279,33.356274
391898.4791,4049371.771,2273,33.356274
391907.8319,4049371.771,2267,35.113159
391917.1847,4049371.771,2260,39.275578
391926.5375,4049371.771,2252,41.402073
391935.8904,4049371.771,2244,39.638775
391945.2432,4049371.771,2237,36.960899
391954.596,4049371.771,2231,33.093868
391963.9488,4049371.771,2225,27.537767
391973.3016,4049371.771,2220,16.352808
391982.6544,4049371.771,2220,14.267128
391992.0072,4049371.771,2220,18.816092
392001.36,4049371.771,2221,24.135979
392010.7128,4049371.771,2223,29.181501
392020.0656,4049371.771,2225,33.323704
392029.4184,4049371.771,2228,36.600842
392038.7712,4049371.771,2232,38.741592
392048.1241,4049371.771,2236,39.726444
392057.4769,4049371.771,2239,41.111961
392066.8297,4049371.771,2243,43.18005
392076.1825,4049371.771,2247,44.947704
392085.5353,4049371.771,2252,45.457237
392094.8881,4049371.771,2256,43.776707
392104.2409,4049371.771,2259,41.622509
392113.5937,4049371.771,2262,40.576801
392122.9465,4049371.771,2265,42.246613
392132.2993,4049371.771,2271,45.131413
392141.6521,4049371.771,2277,45.707756
392151.0049,4049371.771,2283,45.824131
392160.3578,4049371.771,2289,45.551086
392169.7106,4049371.771,2294,45.247559
392179.0634,4049371.771,2299,43.776707
392188.4162,4049371.771,2303,41.795303
392197.769,4049371.771,2308,39.071766
392207.1218,4049371.771,2311,36.277889
392216.4746,4049371.771,2315,37.30452
392225.8274,4049371.771,2320,38.569935
392235.1802,4049371.771,2325,38.47551
392244.533,4049371.771,2330,39.864246
392253.8858,4049371.771,2337,39.580055
392263.2386,4049371.771,2343,36.277889
392272.5915,4049371.771,2348,32.905426
392281.9443,4049371.771,2352,31.47364
392291.2971,4049371.771,2355,34.119186
392300.6499,4049371.771,2357,37.30452
392310.0027,4049371.771,2359,38.919064
392319.3555,4049371.771,2360,39.638775
392328.7083,4049371.771,2363,40.347595
392338.0611,4049371.771,2367,39.66074
392347.4139,4049371.771,2369,37.574177
392356.7667,4049371.771,2371,33.868816
392366.1195,4049371.771,2372,31.029943
392375.4723,4049371.771,2371,30.210482
391365.3691,4049362.419,2665,25.831615
391374.7219,4049362.419,2661,28.394751
391384.0747,4049362.419,2655,32.60162
391393.4275,4049362.419,2649,35.545612
391402.7803,4049362.419,2642,44.615192
391412.1331,4049362.419,2631,52.566315
391421.4859,4049362.419,2618,55.650074
391430.8387,4049362.419,2604,53.533981
391440.1915,4049362.419,2593,46.115665
391449.5443,4049362.419,2586,41.04525
391458.8971,4049362.419,2578,39.372765
391468.2499,4049362.419,2571,37.896748
391477.6028,4049362.419,2564,37.896748
391486.9556,4049362.419,2557,38.483398
391496.3084,4049362.419,2550,39.372765
391505.6612,4049362.419,2542,37.30452
391515.014,4049362.419,2536,34.406517
391524.3668,4049362.419,2530,35.393169
391533.7196,4049362.419,2523,35.122894
391543.0724,4049362.419,2517,34.119186
391552.4252,4049362.419,2511,36.359238
391561.778,4049362.419,2504,36.022137
391571.1308,4049362.419,2498,36.969578
391580.4836,4049362.419,2490,37.896748
391589.8365,4049362.419,2484,35.393169
391599.1893,4049362.419,2478,33.093868
391608.5421,4049362.419,2472,29.167526
391617.8949,4049362.419,2468,29.167526
391627.2477,4049362.419,2462,29.167526
391636.6005,4049362.419,2458,28.039331
391645.9533,4049362.419,2453,29.167526
391655.3061,4049362.419,2448,28.785656
391664.6589,4049362.419,2443,30.992424
391674.0117,4049362.419,2437,36.332169
391683.3645,4049362.419,2430,37.896748
391692.7173,4049362.419,2423,35.743534
391702.0701,4049362.419,2417,34.758698
391711.423,4049362.419,2411,34.119186
391720.7758,4049362.419,2405,35.122894
391730.1286,4049362.419,2398,37.30452
391739.4814,4049362.419,2391,39.372765
391748.8342,4049362.419,2383,39.638775
391758.187,4049362.419,2376,38.172699
391767.5398,4049362.419,2369,36.359238
391776.8926,4049362.419,2363,36.359238
391786.2454,4049362.419,2356,40.877174
391795.5982,4049362.419,2347,42.369602
391804.951,4049362.419,2339,37.431492
391814.3038,4049362.419,2333,32.430382
391823.6567,4049362.419,2328,33.868816
391833.0095,4049362.419,2321,36.680576
391842.3623,4049362.419,2314,38.451813
391851.7151,4049362.419,2306,38.865261
391861.0679,4049362.419,2299,37.929462
391870.4207,4049362.419,2292,38.865261
391879.7735,4049362.419,2284,36.538555
391889.1263,4049362.419,2278,33.657204
391898.4791,4049362.419,2272,34.887592
391907.8319,4049362.419,2265,37.064762
391917.1847,4049362.419,2258,41.402073
391926.5375,4049362.419,2249,43.450123
391935.8904,4049362.419,2241,40.500778
391945.2432,4049362.419,2234,35.083916
391954.596,4049362.419,2228,26.535547
391963.9488,4049362.419,2225,17.462221
391973.3016,4049362.419,2223,16.060595
391982.6544,4049362.419,2223,21.469849
391992.0072,4049362.419,2224,26.120205
392001.36,4049362.419,2226,29.932499
392010.7128,4049362.419,2228,32.860771
392020.0656,4049362.419,2231,36.786274
392029.4184,4049362.419,2235,39.993671
392038.7712,4049362.419,2239,41.356289
392048.1241,4049362.419,2243,42.265125
392057.4769,4049362.419,2247,44.085255
392066.8297,4049362.419,2252,45.292751
392076.1825,4049362.419,2256,44.43005
392085.5353,4049362.419,2260,42.442917
392094.8881,4049362.419,2264,39.155121
392104.2409,4049362.419,2266,37.30452
392113.5937,4049362.419,2269,37.431492
392122.9465,4049362.419,2272,40.206997
392132.2993,4049362.419,2278,45.055157
392141.6521,4049362.419,2285,46.667511
392151.0049,4049362.419,2291,46.848202
392160.3578,4049362.419,2297,46.068283
392169.7106,4049362.419,2302,44.719933
392179.0634,4049362.419,2307,42.265125
392188.4162,4049362.419,2310,39.726444
392197.769,4049362.419,2314,37.448345
392207.1218,4049362.419,2317,36.600842
392216.4746,4049362.419,2321,38.726063
392225.8274,4049362.419,2326,38.640385
392235.1802,4049362.419,2330,37.227848
392244.533,4049362.419,2335,37.806427
392253.8858,4049362.419,2341,37.397732
392263.2386,4049362.419,2346,36.022137
392272.5915,4049362.419,2352,35.122894
392281.9443,4049362.419,2357,34.976231
392291.2971,4049362.419,2361,36.431206
392300.6499,4049362.419,2364,38.803547
392310.0027,4049362.419,2366,41.622509
392319.3555,4049362.419,2368,43.726505
392328.7083,4049362.419,2371,42.916756
392338.0611,4049362.419,2374,39.064167
392347.4139,4049362.419,2376,35.498127
392356.7667,4049362.419,2377,32.883114
392366.1195,4049362.419,2377,31.029943
392375.4723,4049362.419,2377,30.419186
391356.0162,4049353.066,2671,31.798761
391365.3691,4049353.066,2665,31.606871
391374.7219,4049353.066,2659,32.60162
391384.0747,4049353.066,2653,32.430382
391393.4275,4049353.066,2648,36.104786
391402.7803,4049353.066,2640,48.291008
391412.1331,4049353.066,2627,55.567379
391421.4859,4049353.066,2613,55.515671
391430.8387,4049353.066,2601,51.225441
391440.1915,4049353.066,2591,44.488491
391449.5443,4049353.066,2583,39.936283
391458.8971,4049353.066,2576,38.483398
391468.2499,4049353.066,2569,37.896748
391477.6028,4049353.066,2562,37.896748
391486.9556,4049353.066,2555,38.803547
391496.3084,4049353.066,2547,38.228916
391505.6612,4049353.066,2541,36.104786
391515.014,4049353.066,2534,35.122894
391524.3668,4049353.066,2528,34.758698
391533.7196,4049353.066,2522,34.119186
391543.0724,4049353.066,2516,35.122894
391552.4252,4049353.066,2509,36.707066
391561.778,4049353.066,2502,36.359238
391571.1308,4049353.066,2496,36.969578
391580.4836,4049353.066,2489,36.707066
391589.8365,4049353.066,2482,34.497807
391599.1893,4049353.066,2476,32.430382
391608.5421,4049353.066,2471,29.167526
391617.8949,4049353.066,2466,29.167526
391627.2477,4049353.066,2461,29.892403
391636.6005,4049353.066,2456,29.181501
391645.9533,4049353.066,2451,29.932499
391655.3061,4049353.066,2446,29.932499
391664.6589,4049353.066,2441,32.737339
391674.0117,4049353.066,2435,36.332169
391683.3645,4049353.066,2428,36.022137
391692.7173,4049353.066,2422,35.743534
391702.0701,4049353.066,2415,35.393169
391711.423,4049353.066,2409,34.067341
391720.7758,4049353.066,2403,36.022137
391730.1286,4049353.066,2396,38.483398
391739.4814,4049353.066,2389,39.936283
391748.8342,4049353.066,2381,39.372765
391758.187,4049353.066,2374,35.743534
391767.5398,4049353.066,2368,35.498127
391776.8926,4049353.066,2361,37.6492
391786.2454,4049353.066,2354,40.015137
391795.5982,4049353.066,2346,41.031872
391804.951,4049353.066,2338,36.680576
391814.3038,4049353.066,2332,32.60162
391823.6567,4049353.066,2326,33.868816
391833.0095,4049353.066,2320,36.476021
391842.3623,4049353.066,2313,37.244919
391851.7151,4049353.066,2306,38.451813
391861.0679,4049353.066,2298,38.451813
391870.4207,4049353.066,2291,38.972679
391879.7735,4049353.066,2283,37.090626
391889.1263,4049353.066,2277,34.688869
391898.4791,4049353.066,2270,35.883438
391907.8319,4049353.066,2264,38.569935
391917.1847,4049353.066,2256,43.726505
391926.5375,4049353.066,2247,44.440693
391935.8904,4049353.066,2238,38.764854
391945.2432,4049353.066,2232,28.857042
391954.596,4049353.066,2228,17.223341
391963.9488,4049353.066,2226,13.445873
391973.3016,4049353.066,2226,19.214252
391982.6544,4049353.066,2227,24.933773
391992.0072,4049353.066,2229,28.857042
392001.36,4049353.066,2231,31.129578
392010.7128,4049353.066,2234,33.816166
392020.0656,4049353.066,2237,37.632561
392029.4184,4049353.066,2242,40.206997
392038.7712,4049353.066,2246,41.661079
392048.1241,4049353.066,2251,42.515869
392057.4769,4049353.066,2255,42.515869
392066.8297,4049353.066,2260,41.795303
392076.1825,4049353.066,2264,39.726444
392085.5353,4049353.066,2267,37.202209
392094.8881,4049353.066,2270,34.528126
392104.2409,4049353.066,2272,33.837246
392113.5937,4049353.066,2275,34.738777
392122.9465,4049353.066,2278,39.290569
392132.2993,4049353.066,2284,45.605137
392141.6521,4049353.066,2292,47.136883
392151.0049,4049353.066,2299,46.186436
392160.3578,4049353.066,2305,44.839447
392169.7106,4049353.066,2310,42.946239
392179.0634,4049353.066,2314,40.521549
392188.4162,4049353.066,2317,39.528492
392197.769,4049353.066,2320,40.12912
392207.1218,4049353.066,2323,40.720898
392216.4746,4049353.066,2327,41.204872
392225.8274,4049353.066,2332,39.704575
392235.1802,4049353.066,2336,37.632561
392244.533,4049353.066,2340,37.167957
392253.8858,4049353.066,2345,37.125042
392263.2386,4049353.066,2351,35.836937
392272.5915,4049353.066,2356,35.210262
392281.9443,4049353.066,2361,37.904934
392291.2971,4049353.066,2367,39.222992
392300.6499,4049353.066,2371,40.93116
392310.0027,4049353.066,2375,43.472881
392319.3555,4049353.066,2378,44.699043
392328.7083,4049353.066,2380,43.821186
392338.0611,4049353.066,2381,40.883934
392347.4139,4049353.066,2382,36.969578
392356.7667,4049353.066,2383,33.225597
392366.1195,4049353.066,2383,30.561157
392375.4723,4049353.066,2382,29.568087
391337.3106,4049343.713,2685,35.054615
391346.6634,4049343.713,2678,36.113945
391356.0162,4049343.713,2671,35.818298
391365.3691,4049343.713,2665,34.976231
391374.7219,4049343.713,2658,34.0881
391384.0747,4049343.713,2652,33.236526
391393.4275,4049343.713,2646,38.803547
391402.7803,4049343.713,2638,50.481842
391412.1331,4049343.713,2624,56.393169
391421.4859,4049343.713,2610,54.968674
391430.8387,4049343.713,2598,49.645214
391440.1915,4049343.713,2589,43.948315
391449.5443,4049343.713,2581,39.638775
391458.8971,4049343.713,2574,37.574177
391468.2499,4049343.713,2567,37.896748
391477.6028,4049343.713,2560,37.896748
391486.9556,4049343.713,2553,37.6492
391496.3084,4049343.713,2546,36.856354
391505.6612,4049343.713,2539,35.883438
391515.014,4049343.713,2533,35.498127
391524.3668,4049343.713,2526,34.497807
391533.7196,4049343.713,2520,34.119186
391543.0724,4049343.713,2514,36.359238
391552.4252,4049343.713,2507,36.359238
391561.778,4049343.713,2501,36.707066
391571.1308,4049343.713,2493,37.30452
391580.4836,4049343.713,2487,35.393169
391589.8365,4049343.713,2481,34.119186
391599.1893,4049343.713,2475,32.430382
391608.5421,4049343.713,2469,29.167526
391617.8949,4049343.713,2465,29.892403
391627.2477,4049343.713,2459,30.612482
391636.6005,4049343.713,2454,29.527098
391645.9533,4049343.713,2449,30.262905
391655.3061,4049343.713,2444,29.932499
391664.6589,4049343.713,2439,33.742176
391674.0117,4049343.713,2432,36.332169
391683.3645,4049343.713,2426,34.728809
391692.7173,4049343.713,2420,36.022137
391702.0701,4049343.713,2413,35.393169
391711.423,4049343.713,2407,33.093868
391720.7758,4049343.713,2401,36.104786
391730.1286,4049343.713,2394,39.689976
391739.4814,4049343.713,2386,39.936283
391748.8342,4049343.713,2379,37.896748
391758.187,4049343.713,2372,34.119186
391767.5398,4049343.713,2367,35.498127
391776.8926,4049343.713,2359,38.919064
391786.2454,4049343.713,2352,40.015137
391795.5982,4049343.713,2344,39.469349
391804.951,4049343.713,2337,35.883438
391814.3038,4049343.713,2331,33.868816
391823.6567,4049343.713,2325,34.497807
391833.0095,4049343.713,2318,36.476021
391842.3623,4049343.713,2311,35.883438
391851.7151,4049343.713,2305,37.640881
391861.0679,4049343.713,2297,39.491554
391870.4207,4049343.713,2290,39.109711
391879.7735,4049343.713,2282,37.244919
391889.1263,4049343.713,2276,35.883438
391898.4791,4049343.713,2269,37.6492
391907.8319,4049343.713,2262,41.865135
391917.1847,4049343.713,2253,45.881962
391926.5375,4049343.713,2243,42.916756
391935.8904,4049343.713,2236,33.475155
391945.2432,4049343.713,2231,19.854733
391954.596,4049343.713,2229,13.158915
391963.9488,4049343.713,2229,19.214252
391973.3016,4049343.713,2230,23.013134
391982.6544,4049343.713,2231,25.848732
391992.0072,4049343.713,2234,28.828526
392001.36,4049343.713,2236,30.625288
392010.7128,4049343.713,2239,34.00491
392020.0656,4049343.713,2243,37.978409
392029.4184,4049343.713,2248,40.556107
392038.7712,4049343.713,2253,41.330063
392048.1241,4049343.713,2258,40.326588
392057.4769,4049343.713,2262,38.428082
392066.8297,4049343.713,2266,36.830109
392076.1825,4049343.713,2270,34.877712
392085.5353,4049343.713,2273,33.323704
392094.8881,4049343.713,2275,33.571785
392104.2409,4049343.713,2278,34.528126
392113.5937,4049343.713,2280,36.323132
392122.9465,4049343.713,2284,41.171757
392132.2993,4049343.713,2291,45.629639
392141.6521,4049343.713,2299,46.228729
392151.0049,4049343.713,2306,44.509686
392160.3578,4049343.713,2312,42.314381
392169.7106,4049343.713,2317,40.822998
392179.0634,4049343.713,2321,40.333591
392188.4162,4049343.713,2324,42.072708
392197.769,4049343.713,2328,44.096153
392207.1218,4049343.713,2332,44.504391
392216.4746,4049343.713,2335,44.096153
392225.8274,4049343.713,2339,42.072708
392235.1802,4049343.713,2342,39.921902
392244.533,4049343.713,2346,38.577778
392253.8858,4049343.713,2350,37.227848
392263.2386,4049343.713,2355,35.687233
392272.5915,4049343.713,2359,38.514923
392281.9443,4049343.713,2366,43.472881
392291.2971,4049343.713,2373,43.433033
392300.6499,4049343.713,2378,43.387356
392310.0027,4049343.713,2383,43.18005
392319.3555,4049343.713,2386,43.185848
392328.7083,4049343.713,2389,43.821186
392338.0611,4049343.713,2390,42.708687
392347.4139,4049343.713,2390,38.788082
392356.7667,4049343.713,2389,33.48592
392366.1195,4049343.713,2388,29.292879
392375.4723,4049343.713,2387,27.660769
391327.9578,4049334.36,2693,37.090626
391337.3106,4049334.36,2686,36.882553
391346.6634,4049334.36,2679,38.726063
391356.0162,4049334.36,2671,39.283073
391365.3691,4049334.36,2663,37.244919
391374.7219,4049334.36,2657,34.497807
391384.0747,4049334.36,2651,35.122894
391393.4275,4049334.36,2644,42.946239
391402.7803,4049334.36,2634,52.30891
391412.1331,4049334.36,2621,56.153053
391421.4859,4049334.36,2607,54.471127
391430.8387,4049334.36,2595,48.848595
391440.1915,4049334.36,2586,43.450123
391449.5443,4049334.36,2578,38.764854
391458.8971,4049334.36,2572,36.022137
391468.2499,4049334.36,2565,37.6492
391477.6028,4049334.36,2558,38.228916
391486.9556,4049334.36,2551,36.359238
391496.3084,4049334.36,2545,36.104786
391505.6612,4049334.36,2538,37.064762
391515.014,4049334.36,2531,35.743534
391524.3668,4049334.36,2525,34.119186
391533.7196,4049334.36,2519,35.122894
391543.0724,4049334.36,2512,37.30452
391552.4252,4049334.36,2505,36.645187
391561.778,4049334.36,2499,36.645187
391571.1308,4049334.36,2492,37.30452
391580.4836,4049334.36,2485,35.393169
391589.8365,4049334.36,2479,33.399605
391599.1893,4049334.36,2473,31.363829
391608.5421,4049334.36,2468,29.568087
391617.8949,4049334.36,2463,30.9799
391627.2477,4049334.36,2457,29.892403
391636.6005,4049334.36,2453,29.167526
391645.9533,4049334.36,2447,30.9799
391655.3061,4049334.36,2442,30.992424
391664.6589,4049334.36,2437,34.416683
391674.0117,4049334.36,2430,35.696629
391683.3645,4049334.36,2424,34.728809
391692.7173,4049334.36,2418,36.332169
391702.0701,4049334.36,2411,34.728809
391711.423,4049334.36,2406,33.060768
391720.7758,4049334.36,2400,36.969578
391730.1286,4049334.36,2392,40.556107
391739.4814,4049334.36,2384,39.689976
391748.8342,4049334.36,2377,36.359238
391758.187,4049334.36,2371,33.752766
391767.5398,4049334.36,2365,36.359238
391776.8926,4049334.36,2358,39.689976
391786.2454,4049334.36,2350,40.015137
391795.5982,4049334.36,2342,38.002827
391804.951,4049334.36,2336,35.498127
391814.3038,4049334.36,2329,35.122894
391823.6567,4049334.36,2323,34.758698
391833.0095,4049334.36,2317,36.104786
391842.3623,4049334.36,2310,35.498127
391851.7151,4049334.36,2304,36.856354
391861.0679,4049334.36,2296,40.007984
391870.4207,4049334.36,2288,39.109711
391879.7735,4049334.36,2281,37.806427
391889.1263,4049334.36,2274,38.228916
391898.4791,4049334.36,2267,40.206997
391907.8319,4049334.36,2259,44.683357
391917.1847,4049334.36,2249,45.407593
391926.5375,4049334.36,2241,37.896748
391935.8904,4049334.36,2235,25.149546
391945.2432,4049334.36,2232,12.821944
391954.596,4049334.36,2232,17.223341
391963.9488,4049334.36,2233,22.536507
391973.3016,4049334.36,2234,24.567619
391982.6544,4049334.36,2235,26.66626
391992.0072,4049334.36,2238,28.424026
392001.36,4049334.36,2241,30.828854
392010.7128,4049334.36,2244,35.92054
392020.0656,4049334.36,2249,39.222992
392029.4184,4049334.36,2254,40.445251
392038.7712,4049334.36,2260,39.222992
392048.1241,4049334.36,2264,36.715885
392057.4769,4049334.36,2268,34.728809
392066.8297,4049334.36,2271,33.868816
392076.1825,4049334.36,2275,33.1269
392085.5353,4049334.36,2278,32.883114
392094.8881,4049334.36,2281,35.431416
392104.2409,4049334.36,2284,37.431492
392113.5937,4049334.36,2287,39.313026
392122.9465,4049334.36,2291,41.928341
392132.2993,4049334.36,2297,43.970314
392141.6521,4049334.36,2304,44.215515
392151.0049,4049334.36,2312,42.436821
392160.3578,4049334.36,2318,40.389523
392169.7106,4049334.36,2323,40.493847
392179.0634,4049334.36,2328,41.661079
392188.4162,4049334.36,2332,43.926285
392197.769,4049334.36,2337,44.43005
392207.1218,4049334.36,2340,43.776707
392216.4746,4049334.36,2344,44.296337
392225.8274,4049334.36,2347,43.704136
392235.1802,4049334.36,2350,42.412411
392244.533,4049334.36,2353,40.576801
392253.8858,4049334.36,2356,38.919064
392263.2386,4049334.36,2360,40.720898
392272.5915,4049334.36,2365,45.629639
392281.9443,4049334.36,2373,47.633236
392291.2971,4049334.36,2380,45.131413
392300.6499,4049334.36,2386,43.092804
392310.0027,4049334.36,2391,41.356289
392319.3555,4049334.36,2394,40.347595
392328.7083,4049334.36,2398,37.896748
392338.0611,4049334.36,2399,35.316406
392347.4139,4049334.36,2397,34.497807
392356.7667,4049334.36,2395,32.035526
392366.1195,4049334.36,2393,28.084179
392375.4723,4049334.36,2391,26.170609
391309.2522,4049325.007,2707,28.899725
391318.605,4049325.007,2701,36.323132
391327.9578,4049325.007,2693,38.741592
391337.3106,4049325.007,2686,39.372765
391346.6634,4049325.007,2678,40.521549
391356.0162,4049325.007,2670,41.031872
391365.3691,4049325.007,2662,38.919064
391374.7219,4049325.007,2655,35.393169
391384.0747,4049325.007,2649,36.645187
391393.4275,4049325.007,2642,46.59914
